1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
-0.0008244737,0.00057328655,-0.0016069199,0.0009982933,-0.00070772745,0.000101810096,-0.0004409703,0.00089416263,0.0011777376,0.0008355621,-0.00059960556,-0.00094988785,0.0006896674,-0.0020491332,-0.000577296,-0.000911179,-0.0016302941,0.0015429027,-0.00034524305,-0.0017586638,-0.0017101888,0.0002154832,-0.00033759302,0.000122021745,-0.0011492781,-0.0005641286,0.0007514684,0.0017541386,-0.0006162016,-0.00045032828,-0.000871009,-0.00012823338,0.0010497159,-0.0016490364,-0.0013211722,-2.7942076e-6,0.00026556128,0.0015283821,0.0007569039,0.00016844008,0.0011607729,-0.0013046719,-0.0017846855,-0.0006226159,0.0019233194,0.0008147621,0.0007115365,0.00020146799,-0.0006007132,-0.00036235145,0.00066671736,-0.00051358267,0.0013097916,-0.0008102162,0.0013647875,0.00029820937,0.00019423832,0.00055590656,-0.0025597422,-0.0011165199,-0.00040716788,-0.0009857327,-0.0007172301,0.0011835336,-0.0010742007,0.00022751516,-0.001383226,0.0012144546,-0.00079713535,-0.00081551843,0.00064749207,-0.00030724317,0.0002122763,0.0009799892,0.0012179597,-7.066316e-5,-0.0003941497,-0.00086829334,0.0017614464,0.0020177716,-0.002414142,0.0002699933,0.0012533233,0.00017039008,-0.00023092498,-0.0015471383,0.0014958106,0.0014846118,-0.00029069802,0.00039503328,1.5144025,0.27360988,4.960298,1.6048207,4.462327,1.202597,4.993388,-2.4420984,-5.619743,-2.5809114
-0.0007879606,-0.00054880796,-0.00069670187,0.00025190262,-0.0009430577,-0.00014994908,0.00021834121,-0.0018976813,0.0017529677,0.00021788226,0.0007119147,-0.0013104666,-0.0019154468,0.00036223597,0.0016203123,0.0003913332,-0.0010936423,-0.0002550503,-0.0009992279,0.00022623959,0.0005924687,0.0012176195,0.0017933537,0.0008434229,-0.0015364471,0.00034259015,-0.00047247295,-0.00067934167,-0.00051637413,-0.0010771541,-0.0011876952,-0.00030698036,0.00029486342,0.0007265615,-0.00046828273,0.0004937979,0.001057403,-0.00031962476,-0.00043807397,-0.000537075,-0.0008083108,0.0005069249,0.00091066485,-0.0012924846,0.00030559738,0.000864327,0.0021980505,0.00023763151,0.0019703403,-0.00055004476,-0.0010723243,-0.00020001107,-0.0014139337,0.00053234585,-0.00084402453,-0.0014662633,-0.00025778546,-0.0013987325,-0.0010300201,0.0006663131,0.0003934854,0.0013286162,-3.5107376e-5,0.0012265734,0.0012571372,0.0012100891,0.00072160823,0.0010131185,-0.00083277764,-0.00016427618,-0.002090452,-0.001296836,0.000655299,-0.0010803335,0.00036530185,-0.0018797672,0.0012899451,0.0012550232,0.0016576627,-0.0012680491,-0.0011328812,0.0011028963,-0.00056957186,4.751905e-5,-0.00070581015,-0.000995046,-0.0017820433,0.0014172427,0.00020300133,-0.00030705266,2.8298733,0.50831217,3.1698294,-0.62806463,2.7995884,1.6922516,2.7593915,-2.17652,-6.75099,-3.2956176
0.002084889,-0.0017825346,0.001938668,-0.00054192153,0.00019024838,6.203081e-5,-0.0017243188,0.00012532032,0.00042959853,-0.0013854987,0.0004466973,-0.0010177246,0.00074999995,0.00012056261,-0.0008265415,-0.0006715393,0.00032411786,0.0010796267,-0.00027100882,2.072952e-5,0.00080958917,0.00032146275,0.0007777031,-0.0009703125,-0.00109519,0.0025856867,0.0005784483,-0.0009897146,0.001152355,0.0010620642,0.0014117651,-0.0005452805,-0.0005121812,0.000335294,0.0015452174,-0.0006620366,5.3980548e-5,4.164763e-6,-0.00013853531,-0.00080910116,-0.0005487622,0.0021143965,-0.0010208616,-0.0004984909,-0.002476255,3.382527e-5,0.0011396101,-0.00062307104,-0.0009299544,0.000530226,-2.5520974e-5,-0.00053470355,-0.0015909906,-0.00023292593,-0.0007038634,-0.0015358299,-0.0002775386,-0.002825397,0.0010017869,0.00027461542,0.00030085928,0.0004224197,-0.0014833017,0.00010524665,0.00039783382,0.00044485275,-0.0022722338,0.00021334068,0.0024277112,0.0005074463,0.0013211819,0.0022830998,0.0011999019,-0.0005508704,0.00046773456,0.001043098,-0.0014177852,-0.0016812828,0.00037292723,-0.0013244419,0.00029998313,-0.0018079419,0.0020703943,0.00043823352,0.0007031157,0.0003309854,0.0016036215,-0.0009536816,0.00034510234,-0.00020878394,-0.056155734,1.533519,2.4268143,0.30121756,4.684978,0.15238509,4.881932,-1.6181827,-5.6509132,-3.1817527
-0.0005619661,-0.0006065805,0.0009675329,8.327093e-5,-0.00091691164,4.415885e-5,0.00012643586,-0.00040515926,0.0005511309,-0.0021280183,-0.0007527006,0.0008961584,-0.00038453436,0.00032517532,-0.00092381286,-0.00064282736,-0.00047213308,-0.0008324012,0.000860647,0.0018421826,0.00053900847,0.0016693264,0.0017494981,0.0021175446,-0.00083341013,-0.0008192083,-6.366197e-5,-0.001066861,-0.0006213757,-0.00019267535,0.00037436106,0.00049533066,0.0009796922,-7.428427e-5,3.1379477e-5,0.00095417944,0.0012294352,-0.00036575363,0.0036857787,-1.2315902e-5,-0.00029277575,0.0014552468,0.001182091,-0.0007873822,-0.00025949822,-0.00088870723,-0.0006818101,0.00027403136,-0.00041124676,-0.00047839546,-0.0014866048,0.00069341296,-0.0009764825,-0.00095335336,0.00024605656,-0.0010076511,7.92722e-5,0.0014260168,-0.0020830655,-0.00047336577,-0.0010129141,0.00056737824,-0.0005569827,-0.0009306928,-0.00027484485,0.00010597482,-0.0012168788,0.00068826095,-0.00040179226,-0.0006527473,-6.4410684e-5,-0.000834842,0.00027846388,-0.00039211777,-0.0005420082,0.0005818844,0.0014263889,-0.00055440154,0.00040908455,-0.0018219361,-0.00042382514,0.00091501785,0.0018766662,0.0017722901,0.0005178759,-0.0004380088,-0.0032414426,0.00016407114,-0.0006122901,-0.000436603,0.524544,0.14088841,4.4333835,-1.1792315,2.6009812,0.6565178,4.697116,0.1525713,-7.0569673,-2.9224145
0.0002748716,0.00018316113,0.0006358292,-0.0004773187,0.0008470821,1.9471142e-6,0.00023615593,-0.00033656534,-0.00019334913,-0.0020099853,-5.869909e-5,0.0011041434,-0.0006748591,0.0014078208,0.00048576816,-0.00067545025,0.0026084331,0.0023919689,-8.1244005e-5,-9.0008565e-5,0.0007690183,-0.0013474661,-0.0011900064,0.0010609234,-3.236497e-6,-0.0005346097,-0.0006109675,0.0003683057,-0.0013404035,-0.0012521271,0.0020388858,0.0013937834,1.3512807e-5,0.0008994755,0.00059941714,2.8230875e-6,0.0014950293,0.0010173741,-0.0016474343,8.484509e-6,-0.00063538173,4.2026026e-5,-5.2703876e-5,0.00040534377,0.00017989607,-0.00056882144,0.0007617742,0.0011045692,0.00081658614,-0.00034650095,-0.00022960705,0.0014205605,-0.0011993843,0.0012137406,-0.00014487184,-0.0003387259,-0.00034565807,-0.00023284601,-0.00060406455,-0.0010698811,-0.0013083697,-0.0021498725,0.0009256842,-0.00038444216,0.00040787406,0.00027749132,0.0010388701,0.00029748943,6.1159364e-5,-0.00035984424,-0.00036018988,0.000585248,-0.0012159845,0.001133338,-0.0010846452,-0.000706571,0.0010894728,-0.00013911194,-0.0009130259,-0.00079837826,0.00032578807,-0.00071227003,0.0006969705,-0.0013970094,0.0017317046,0.0003541485,0.0018328245,-0.00040599002,0.00040408762,0.0003239595,2.1566746,0.4611681,2.6679158,1.0987304,2.7276883,2.1364799,4.4933085,-0.81135154,-6.765113,-1.2511916
0.0020781038,-0.00047571765,0.00021556622,0.00057315314,0.00036886905,0.0014472858,0.00092046766,-0.0016910617,-0.0033172227,0.00018663265,-0.00091538235,-0.00038587596,0.00015678395,3.533649e-5,0.00035204133,-0.00019970434,0.00058024627,0.00136134,1.3712747e-5,-0.0006058966,-2.797833e-5,0.0010977443,-0.00078829593,-0.001289587,-0.0007416177,-0.0016206033,0.0009641377,5.65767e-6,0.0015537299,-0.0019183031,-0.0001821664,-0.0012576313,-0.0011549108,0.00045444962,0.00063624216,0.00067484664,-0.00080946693,-0.0011209755,0.0003855596,0.0019517312,0.0002773875,0.0014028075,0.0011776001,0.00070454425,8.5992935e-5,0.00097035477,-0.00015083214,-0.0017817724,0.0002607991,0.00036240273,0.00044251423,4.058532e-6,0.00032396862,0.00028388074,0.0013837694,-0.0007136878,-0.00017892632,-0.0010999194,0.0010618137,0.00070544187,0.0013868939,0.0007594253,0.00056952605,-0.0007564997,0.00011082556,0.0007224462,-0.00045796472,0.0010301529,-0.000596884,0.00056059036,-0.00024975624,0.00022102322,0.00068122626,7.5856115e-5,0.00042792436,-0.001663185,-0.00028204249,0.0004915009,0.00082479406,1.5889907e-5,0.0007892734,-0.0002483076,-0.0009995827,0.000854646,0.0011070725,-0.00062474835,0.0004760318,-0.00031831575,0.0005920378,-0.00032064598,2.2153919,1.4366963,4.453912,1.5121423,2.683924,3.5133097,4.206189,-2.380201,-6.298474,-2.293628
-0.0004993854,0.0007705829,-0.00060829316,0.00071608037,6.197838e-5,8.116193e-5,-0.0009091135,0.00040089534,1.5281053e-5,-0.0021500946,-7.422815e-5,0.0012283766,-0.00050315884,5.397193e-5,-0.0016721422,-4.2962485e-5,0.0010059903,5.664252e-7,-0.0012442179,0.00046357643,0.0013836429,0.0011497327,-2.1715716e-5,-0.001188673,0.0013986117,-0.0009789353,0.0013395977,0.0015118768,0.0012897606,-0.000675517,-0.00032414417,0.00221685,0.0012069416,0.0006567039,0.00012608577,-0.0012105595,0.000687434,-0.000109771296,0.0018398877,-0.00029176674,0.0006392488,0.0011394976,-0.0003801317,0.00097166863,-0.0014775696,-0.0016579976,-0.00060254754,0.0015603197,0.00024472273,0.000667134,-0.0009974241,-0.0011895639,-0.00055513927,0.00090905186,0.0019669884,0.00034519765,-0.0002700848,0.00027345432,0.0004434562,-0.00027470192,-0.0011214556,0.0004076959,-3.7661644e-5,-0.0008283811,0.0006891805,0.0017931602,-0.0006157089,0.0002307144,-0.00036529414,-0.00072666,-9.854851e-5,-4.3741587e-5,0.0007137039,-9.777279e-5,-0.0010383803,0.00070627924,0.00081698294,0.001733236,-0.001087796,0.00049989315,0.0018738382,-0.0006788091,0.000765978,7.078767e-5,0.00039797998,-0.0010403262,0.0011193267,0.00029946177,0.0019183442,8.552653e-6,-0.068030626,-0.07736997,4.1105466,1.6375505,1.0752289,-0.3119728,4.6951675,0.5497094,-7.1506424,-4.5081224
-0.000618033,0.00023492955,0.00044020632,0.0004930478,-9.4734794e-5,0.0017588397,-0.00013599786,0.00020615611,-6.004828e-6,-0.0013888605,0.00068565825,-0.0015714433,-0.00044974362,0.00013748117,-0.0005428307,0.00031565837,0.00021106262,0.0010361571,0.0009730841,0.00018279109,0.0023497287,-0.00097282795,0.0013368144,-0.00035479682,-0.001918652,0.0006778145,0.00145445,0.00011311729,0.0009616344,0.0006962698,0.0003219819,0.0009525817,0.00021257182,-0.0008090585,0.00087858667,0.00034742267,0.0015084607,0.000102241436,-0.0019885388,-0.00084061257,0.00037878504,0.0015343415,0.0016452093,-8.669839e-5,-0.0014304088,0.00047090274,0.0012402196,0.0013672647,-0.00062514376,0.0011348744,-0.001148216,-0.00047588904,-0.00021831911,-0.0007755032,0.00030676907,-0.00026994979,-5.9701844e-5,0.0003407986,0.0010162494,0.0015429064,-0.00013781263,0.0009883969,-0.0013759444,0.00082298764,0.0003548936,0.0005108195,-0.001009883,-0.00017630261,0.000738505,0.0008341139,0.00010574705,-0.0011406092,-0.0022213054,-0.00018840373,-0.00030587264,-0.0009619253,-0.000295573,0.0010345106,-0.0005246971,-0.0020586196,0.00016604585,-0.00034735672,-0.0009367302,-0.00032101438,0.00066259375,0.0013739,-2.8291595e-5,0.00031561233,0.0031907598,-0.0017762718,0.8027288,2.1196332,3.9885378,1.3664675,3.181766,3.2588632,3.8441427,0.24299595,-9.250576,-2.065559
-0.00017711523,0.00073038746,-0.0010780724,0.0009882104,0.0003411127,0.0010498012,-5.2340743e-5,4.2735683e-5,0.0015325542,-0.0012216353,-0.00052846863,-0.00045239297,0.00056334096,-0.0008840043,8.798952e-5,0.0013063598,0.0010798511,-0.00033313563,0.0017048739,-0.00014513549,-0.0006178196,0.001341606,-0.00033964505,-0.002076784,0.00065678934,-0.0009309632,-0.00047529495,0.00017639974,-0.0017527055,-0.00045174095,0.00085930177,-0.0011279496,-0.0013206379,-7.110065e-5,-0.0011142441,-0.0005544738,0.0012185388,0.0011022142,-0.0005991309,0.0017675115,-0.00043573888,-0.00021779747,-0.00014595731,0.0005831655,0.00023670723,0.00010996727,-0.0006816975,-0.00051678607,-0.0010739504,0.0008415179,0.0003349791,-0.001396174,-9.146754e-5,0.0018970232,-0.00038058526,-0.00026089692,0.00094875594,-0.00035259535,-0.0011299377,-0.000713102,-0.0021474743,-0.0030151627,0.0015317226,-0.00045528277,-0.0006623051,-4.7916128e-5,0.0020478365,0.00041116597,0.00027516656,-0.0015574541,-0.0010215442,-0.0008445905,0.0017181642,-0.0014005672,-0.0012939273,-0.00084083807,0.0011642183,0.0005246505,0.000448459,0.0006582675,-0.0003509379,0.00016891706,-1.2344465e-5,-0.0006521741,-0.0010728646,-0.00060714094,0.0001491694,0.0006284296,0.0012987057,0.00043062452,0.14361437,0.81466585,5.4999275,-0.15094104,2.1530166,0.52376926,4.317102,-1.5074149,-6.5098577,-1.4441686
-0.0008375447,-0.0018976054,0.00095857336,-0.00023936122,0.0018435565,0.000620822,2.0260031e-5,-0.001616074,0.00023428335,0.001277947,0.0008277054,0.002262181,-0.00015360056,0.00037298337,0.00072677596,0.0020064511,-0.00044225313,5.4823307e-5,4.8087346e-5,-0.00060256495,-0.00024759848,-0.0009684319,0.00088375405,-0.0004520992,5.3631476e-5,0.000104553816,-0.00045509276,-0.0013221813,-0.0006618281,-0.0016130068,-0.00041878887,0.00024012268,0.00091194746,0.0006436381,0.00108472,-0.00047720512,-0.0013732336,-0.0010464337,-7.816901e-5,-0.00014821849,0.00051006,-0.0007613286,-0.0005741775,-0.0009376674,9.2289054e-5,0.0002434221,-0.0005939606,0.00069523935,-0.00084785867,0.0006120674,0.0012418496,0.0002455332,-0.00059418904,-0.0020897652,0.00014257911,-2.7630092e-6,-0.000104257735,0.00038610635,0.0011088508,-0.00084814423,-0.0018748967,0.0016780145,-0.0010571163,0.0008826888,-0.0011916786,-0.0006436675,-0.0009048497,0.0014729451,0.0016089507,-0.00088097196,-0.0006023218,0.00029915446,0.0016786805,0.0005733395,0.0021046665,-0.00010258791,-0.0009883613,-0.00049148756,-0.0003380545,0.0008019182,0.00049860304,-0.0013417267,-0.0010759132,-0.0013403669,0.00073037733,6.0576363e-6,-0.0017582733,0.0005419667,-0.00028731607,-0.00069558754,1.8560473,1.174977,5.2440844,0.85032797,3.3697534,1.825174,4.1544633,-0.20584236,-7.454081,-3.2123106
