Trait,Marker_ID,Estimate,SD,Model_Frequency
y1,1,-8.490616e-5,0.0007832023,1.0
y1,2,-0.000101018835,0.0009748263,1.0
y1,3,0.00015669804,0.00085810665,1.0
y1,4,-1.3889586e-5,0.00089358876,1.0
y1,5,0.00014759762,0.0008593202,1.0
y1,6,1.7161434e-6,0.0008169724,1.0
y1,7,-5.312609e-6,0.0007693455,1.0
y1,8,4.531884e-5,0.00078823,1.0
y1,9,8.7920256e-5,0.0008316444,1.0
y1,10,0.00013032797,0.00090385467,1.0
y1,11,1.2137955e-5,0.00085698534,1.0
y1,12,0.00011388233,0.00086526806,1.0
y1,13,5.240162e-5,0.0007250061,1.0
y1,14,0.00016579057,0.00088734645,1.0
y1,15,5.9419188e-5,0.000844571,1.0
y1,16,-9.454814e-5,0.00082099123,1.0
y1,17,2.1882734e-5,0.0008545761,1.0
y1,18,0.0001620767,0.000861015,1.0
y1,19,-2.5477651e-5,0.00081817375,1.0
y1,20,-8.670316e-5,0.0007115741,1.0
y1,21,-0.00019406903,0.0009245044,1.0
y1,22,0.00018081043,0.0008608799,1.0
y1,23,-0.00015179822,0.000967508,1.0
y1,24,0.000101154794,0.000909496,1.0
y1,25,8.06857e-5,0.0010429993,1.0
y1,26,-8.8863664e-5,0.00083047216,1.0
y1,27,6.3160182e-6,0.00081807625,1.0
y1,28,8.897142e-5,0.00095288985,1.0
y1,29,-6.507805e-5,0.00086674443,1.0
y1,30,-0.00012633864,0.0008978161,1.0
y1,31,-0.00011469239,0.00088431756,1.0
y1,32,-9.604403e-5,0.0008468783,1.0
y1,33,-3.3273875e-6,0.00089624384,1.0
y1,34,-3.5076017e-5,0.0009431111,1.0
y1,35,4.9395476e-5,0.0008500729,1.0
y1,36,3.7240996e-5,0.0008465706,1.0
y1,37,-2.8505574e-6,0.00092284346,1.0
y1,38,-4.955634e-5,0.0009534635,1.0
y1,39,0.00015011831,0.00093013124,1.0
y1,40,-4.6246507e-5,0.00081214105,1.0
y1,41,4.998173e-5,0.00087488466,1.0
y1,42,-7.489874e-5,0.0008081955,1.0
y1,43,-7.8203244e-5,0.0008408633,1.0
y1,44,5.0660743e-5,0.0007184237,1.0
y1,45,-8.0548955e-7,0.00082883984,1.0
y1,46,-6.8718335e-5,0.0007324276,1.0
y1,47,0.00014435884,0.0008028507,1.0
y1,48,-8.343246e-5,0.000893528,1.0
y1,49,9.356202e-5,0.00080738065,1.0
y1,50,9.706274e-5,0.00092296256,1.0
y1,51,5.5923238e-6,0.0008948168,1.0
y1,52,1.4860578e-5,0.0008173511,1.0
y1,53,-1.2933525e-5,0.00085063867,1.0
y1,54,-6.0126913e-5,0.00082438934,1.0
y1,55,-4.3467924e-5,0.00081400765,1.0
y1,56,8.0542464e-5,0.00075239316,1.0
y1,57,2.5394835e-5,0.0008622745,1.0
y1,58,-3.4277222e-5,0.00086292246,1.0
y1,59,-0.00013985897,0.0009104993,1.0
y1,60,4.2193067e-5,0.0008236346,1.0
y1,61,2.9423241e-5,0.00089031714,1.0
y1,62,-5.4960085e-5,0.0008949723,1.0
y1,63,8.9263965e-5,0.0010017584,1.0
y1,64,-3.9800438e-5,0.0007879943,1.0
y1,65,-8.072902e-6,0.0009057008,1.0
y1,66,-7.7035016e-5,0.00087751425,1.0
y1,67,-7.473987e-5,0.00085472997,1.0
y1,68,0.00010439167,0.0006923846,1.0
y1,69,-3.3550605e-5,0.00090073294,1.0
y1,70,-0.00014834838,0.00084468204,1.0
y1,71,-4.714875e-5,0.0009336945,1.0
y1,72,-4.6802048e-5,0.000782575,1.0
y1,73,9.324086e-5,0.00086159894,1.0
y1,74,-0.00013249942,0.0007891753,1.0
y1,75,1.030528e-5,0.0007735183,1.0
y1,76,-0.00011833071,0.0009022394,1.0
y1,77,-0.00016995183,0.0010312238,1.0
y1,78,2.5091831e-5,0.0008907913,1.0
y1,79,-7.0808564e-5,0.0008297944,1.0
y1,80,3.090718e-5,0.00088857685,1.0
y1,81,5.592218e-5,0.0009123093,1.0
y1,82,5.9061924e-5,0.00094539806,1.0
y1,83,-7.35976e-5,0.00081057614,1.0
y1,84,-2.3444809e-5,0.0008458444,1.0
y1,85,5.144834e-5,0.00077802816,1.0
y1,86,0.00012527719,0.0008410237,1.0
y1,87,6.753143e-5,0.00085659523,1.0
y1,88,1.8148105e-5,0.00082206225,1.0
y1,89,2.9746654e-5,0.0008557879,1.0
y1,90,-8.196343e-6,0.0008373986,1.0
y1,91,-1.3388283,0.9378394,1.0
y1,92,3.6673348,0.88426536,1.0
y1,93,1.3374376,0.89057803,1.0
y1,94,0.2373198,0.8782839,1.0
y1,95,-0.9951376,0.8464363,1.0
y1,96,1.542142,0.9462141,1.0
y1,97,-1.7476951,0.93498605,1.0
y1,98,-4.7997975,1.0899627,1.0
y1,99,-1.3803734,0.89970386,1.0
y1,100,-5.5019946,1.0911145,1.0
y2,1,3.8610942e-5,0.0011297374,1.0
y2,2,-0.0002420162,0.0008499964,1.0
y2,3,4.65905e-5,0.0008940653,1.0
y2,4,2.6906035e-5,0.0009098056,1.0
y2,5,5.0984736e-6,0.0009043873,1.0
y2,6,-0.00012945045,0.0011106284,1.0
y2,7,-2.0208074e-5,0.00097459205,1.0
y2,8,-0.00010650331,0.0010790647,1.0
y2,9,-5.9782666e-5,0.0011031885,1.0
y2,10,-0.0001676742,0.0011363142,1.0
y2,11,-5.3867912e-5,0.0009184729,1.0
y2,12,0.00027996773,0.0010606311,1.0
y2,13,0.00012010129,0.0010213904,1.0
y2,14,5.658253e-5,0.0009943384,1.0
y2,15,-0.000162045,0.0009949609,1.0
y2,16,0.000118985205,0.0009108633,1.0
y2,17,5.0911014e-5,0.0009928388,1.0
y2,18,2.2954291e-5,0.0010826928,1.0
y2,19,-7.005539e-5,0.0010548807,1.0
y2,20,-4.9263377e-5,0.0009490855,1.0
y2,21,2.2130804e-5,0.00093697465,1.0
y2,22,7.2322044e-5,0.0010178592,1.0
y2,23,2.9446566e-5,0.001132934,1.0
y2,24,-0.00020227222,0.0011130676,1.0
y2,25,-3.0597155e-5,0.0010600905,1.0
y2,26,2.1690448e-5,0.0009862869,1.0
y2,27,-7.768708e-5,0.0011105429,1.0
y2,28,-0.00015048267,0.0010702546,1.0
y2,29,0.00012287447,0.0011080103,1.0
y2,30,-0.00010620248,0.00093608146,1.0
y2,31,1.739012e-5,0.0010512011,1.0
y2,32,-6.073115e-5,0.0009778903,1.0
