1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-6.902439e-5,-0.28186795,-2.457476,-0.24571337,-0.4009518,-0.66540074,0.019354384,-1.2282807,2.1063082,0.13312316,-0.28486556,0.8939356,0.29895285,-0.27450407,-2.4076006,-1.8727107,0.7555958,-0.50997955,0.27435365,1.2051452
-5.214628e-5,-0.010826181,-1.9973778,0.9762718,-0.8272915,0.31088945,1.0477132,-0.97503483,0.7416642,0.5377245,0.312572,-0.21194729,-0.7820295,-0.36113775,-1.4968402,-1.0968617,-0.52647483,-0.91592854,-0.31658337,1.3685678
-0.00018054667,0.70926005,-1.6392987,0.42731604,-2.4411395,-0.19179894,-0.46723682,-1.6089063,-0.23165955,-0.23023807,1.0681183,0.1915593,-0.21071905,-0.14548951,-1.6211665,-1.0163617,1.3936231,-0.25366676,0.3089216,0.25080493
0.00010148661,0.7919588,-1.5732667,0.94379085,-1.0824081,-1.019983,-1.1217376,-2.6144643,1.6176431,-0.24929897,-1.0497063,-0.0947292,1.1857222,-0.05931821,-1.3477919,0.016974935,0.54217046,-0.99176836,-0.39345852,0.36404055
-5.865585e-5,-0.12631123,-1.8022745,0.27935356,-1.1069716,0.52125853,-0.55760354,-0.3490746,1.2800657,0.4631233,-0.29719052,1.3325605,0.38659194,-1.214585,-2.290648,-0.5129531,0.806432,-0.8510888,0.11819791,1.3869176
-0.00011736774,-0.24088737,-1.4574692,-0.09521401,-0.9911435,-1.0253167,-0.8545736,-0.64130604,0.77385205,0.6060856,0.05965855,1.3161571,0.26135263,-0.6461053,-1.5163184,-0.4863362,0.1282548,0.41357955,-0.539661,1.2125132
-0.00010743124,-0.8033328,-0.9015371,0.28593224,-1.0206063,0.4114441,-1.4295243,-0.7399305,0.7240694,0.0429185,-0.5879176,-0.14697321,0.13380504,-1.401997,-1.6993136,0.0279449,-0.1297141,0.33796877,-1.0035391,0.18658544
-8.541627e-5,-0.4771254,-1.2384596,0.26054218,0.33400628,-0.39189622,-1.1785587,-0.16867787,0.15447743,-0.6614688,-0.82021916,-0.7682982,-0.17262383,-1.1107128,-1.8507901,-0.04402655,0.44327608,-0.42917007,-0.44885066,0.89538264
-5.850815e-7,-0.4555789,-1.3832121,-0.4412466,-1.4490453,0.30981255,-0.07682811,0.54991347,0.5984131,-0.6832473,0.0050737457,-0.2806653,-0.16339713,-0.023815442,-1.4071687,0.08353036,0.4488022,-0.11058728,0.6589444,0.16997768
0.00014616377,-0.35557398,-1.6694715,0.012550704,0.04432248,0.5856902,-0.86502194,-1.2116022,0.4010189,1.1492839,0.36523557,0.2594006,0.50487924,-0.16357054,-1.3474952,0.98515195,0.055708513,0.4738735,-0.03225299,0.114756696
0.0001618243,-0.25192362,-2.1697252,0.24246839,-0.99888355,1.1692685,-0.42624393,0.5001277,-0.09853526,1.0602788,-0.7904098,-0.5189232,0.30092353,-1.5250493,-1.2172914,0.21620753,0.10024629,-0.75292486,0.66320306,0.93851894
2.994365e-5,0.6885841,-0.7122646,-1.3626488,-0.5786645,-0.52409637,-1.3310691,-0.8878707,0.49240577,-1.3399824,0.4085812,0.59073675,0.5772316,-0.14420082,-1.2272655,-0.25238585,-0.6070061,0.10964315,0.03502646,1.484917
4.6908543e-5,-0.5014973,-1.5490315,0.0036515146,-0.006150599,-0.016923254,-0.14568333,-0.9028299,0.9181176,0.5633849,-1.293233,0.30413648,0.40762445,-0.2325243,-1.7820301,-0.3261186,-0.002214062,-0.03768345,0.18242876,1.339268
3.7237523e-6,-0.44057113,-1.7953417,-1.1503866,-0.88034064,0.2771239,-0.50754863,-0.625814,1.5415186,-0.07300486,-0.5976471,0.4277475,-0.011910316,-0.9118471,-1.7011092,-0.18788227,0.19607973,-0.6235933,-0.579442,0.2825136
-3.2518303e-5,0.4113515,-1.3393735,-1.3760852,0.2930743,-0.03763393,-0.711014,-0.22005497,0.24177364,-0.6008825,-0.14416772,-0.7618846,-0.23969889,0.30266404,-1.5708519,0.9266194,-0.27448454,-0.44703618,-0.52713954,0.43886146
0.000103685474,-0.42247373,-1.4723202,-0.33477986,-1.4477595,-0.15802908,0.07698395,-0.70772,0.5453939,1.0435386,0.12857959,-0.38975826,0.3365898,-0.8450844,-1.7683016,0.23706204,-0.18050422,0.5879605,-0.23017119,0.8574209
0.00011671738,0.19133824,-0.2319709,0.04027028,-0.024482563,0.26410675,-1.7555163,-0.8614421,1.0791712,0.47574797,-0.5049115,-0.19014709,-0.1261517,-1.3182725,-2.3163476,-0.31648558,1.127155,-0.5523261,0.2705863,1.4925928
