1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
8.474121e-5,1.856025,-0.4500164,-0.51811814,0.8301085,-0.6439887,0.4796265,0.100823395,-0.19300745,-0.30586284,0.113949776,-0.75634277,-0.86847484,-0.30821225,-0.81760126,1.928318,-0.95146275,-0.08179621,-0.8005955,-0.9000492
3.5259814e-5,1.4945686,-0.6566578,-0.7164353,0.31290683,-0.6512926,0.37894532,-0.6278736,0.39044142,-0.39224365,-0.66821563,-1.2582053,-0.22089134,-0.29558077,-0.6406349,1.787916,-0.48330933,0.47670466,-0.19612598,-1.9162573
-8.681779e-6,0.109667756,-0.65389544,0.4690145,0.7242123,-0.127559,0.1907078,-0.025322031,-0.09361413,0.6167836,0.42485684,0.5009277,-1.6602799,-0.9337968,0.36755955,1.7404943,-1.035786,0.5078501,0.91828674,-1.1874839
-9.1870286e-5,-0.8288685,0.209075,0.70156777,-0.7102701,-1.363695,0.88693196,0.865697,1.138249,-1.2211012,0.62890977,0.088022046,-0.52232003,-2.0333788,0.955231,0.032278106,-1.2081771,0.7867706,1.7214625,0.08308334
8.822302e-5,-0.29907694,-1.3823924,-1.2191825,-0.017048217,-0.95889527,-0.324699,0.12874618,0.7117977,-0.5922594,-0.34695673,0.7701993,-1.5150276,-1.1187217,-0.568314,1.4788734,-1.8803499,0.16151495,-0.54480416,-1.3434042
-8.919688e-5,-0.6763276,-0.502846,0.11127419,0.551511,-0.8360403,-0.5413019,0.6303531,1.7771553,-1.8605311,-0.039111678,0.0737881,-0.5876545,-0.123735994,-0.17538157,0.31035233,-0.5912531,-0.12110609,0.12669492,-0.97888416
-2.2556851e-5,0.2052246,-0.8857359,0.112226285,0.6917008,-0.7540678,0.26215503,-0.37644544,0.61196274,-1.3493106,-0.046038512,-0.8733034,-0.23298427,0.36797303,0.105624534,1.1478634,-0.28945655,-0.42989388,-0.5211408,0.15008444
6.935724e-6,0.7190629,-0.8332369,1.1047531,-0.04077827,-0.4488388,-0.28311247,-0.115344614,0.4674469,-0.5553562,0.0805119,-0.07416777,0.4203969,-1.053082,0.038561687,1.0003803,-0.23831733,0.15026937,-0.20246308,-2.195767
2.7281829e-5,0.53579795,0.033983268,0.11574576,0.18558358,-0.5741304,-0.21304296,-0.09126242,0.94104797,0.25559992,-0.026554443,1.1673534,-0.9458394,-0.8353479,0.04800037,0.10862583,0.07308776,1.0205915,0.25761408,0.0083339475
-5.516297e-5,0.54191375,-0.37945557,0.6020528,1.014256,-1.683385,-0.35735205,0.21066688,0.8752299,-0.2528581,0.356742,0.10821552,-0.83873713,-1.0182977,-1.2962496,-0.112886995,-0.77143186,0.8795762,0.47739163,-1.5038267
